sample_id,source,Q_pct,q_cpu60,q_cpu61,q_cpu62,q_cpu63,q_cpu64,q_cpu65,q_cpu66,q_cpu67,load_vector
1946,lhs,40,30,20,40,100,20,70,40,50,"60:30,61:20,62:40,63:100,64:20,65:70,66:40,67:50"
1947,lhs,40,30,20,70,60,10,10,20,50,"60:30,61:20,62:70,63:60,64:10,65:10,66:20,67:50"
1948,lhs,40,30,20,100,50,90,20,80,50,"60:30,61:20,62:100,63:50,64:90,65:20,66:80,67:50"
1949,lhs,40,30,30,30,50,80,10,70,100,"60:30,61:30,62:30,63:50,64:80,65:10,66:70,67:100"
1950,lhs,40,30,30,50,40,100,100,100,10,"60:30,61:30,62:50,63:40,64:100,65:100,66:100,67:10"
1951,lhs,40,30,30,80,70,30,40,60,60,"60:30,61:30,62:80,63:70,64:30,65:40,66:60,67:60"
1952,lhs,40,30,30,100,30,70,30,30,90,"60:30,61:30,62:100,63:30,64:70,65:30,66:30,67:90"
1953,lhs,40,30,40,10,50,100,90,70,20,"60:30,61:40,62:10,63:50,64:100,65:90,66:70,67:20"
1954,lhs,40,30,40,10,80,90,20,50,40,"60:30,61:40,62:10,63:80,64:90,65:20,66:50,67:40"
1955,lhs,40,30,40,30,60,40,90,90,90,"60:30,61:40,62:30,63:60,64:40,65:90,66:90,67:90"
1956,lhs,40,30,40,40,60,70,100,10,70,"60:30,61:40,62:40,63:60,64:70,65:100,66:10,67:70"
1957,lhs,40,30,40,50,60,100,10,70,90,"60:30,61:40,62:50,63:60,64:100,65:10,66:70,67:90"
1958,lhs,40,30,40,60,40,90,50,0,0,"60:30,61:40,62:60,63:40,64:90,65:50,66:0,67:0"
1959,lhs,40,30,50,80,50,60,70,10,80,"60:30,61:50,62:80,63:50,64:60,65:70,66:10,67:80"
1960,lhs,40,30,50,80,70,40,100,40,90,"60:30,61:50,62:80,63:70,64:40,65:100,66:40,67:90"
1961,lhs,40,30,60,0,0,70,50,40,10,"60:30,61:60,62:0,63:0,64:70,65:50,66:40,67:10"
1962,lhs,40,30,60,10,10,60,20,40,30,"60:30,61:60,62:10,63:10,64:60,65:20,66:40,67:30"
1963,lhs,40,30,60,30,80,90,30,10,90,"60:30,61:60,62:30,63:80,64:90,65:30,66:10,67:90"
1964,lhs,40,30,60,60,30,60,80,20,0,"60:30,61:60,62:60,63:30,64:60,65:80,66:20,67:0"
1965,lhs,40,30,60,100,10,30,20,30,50,"60:30,61:60,62:100,63:10,64:30,65:20,66:30,67:50"
1966,lhs,40,30,70,90,40,50,60,40,80,"60:30,61:70,62:90,63:40,64:50,65:60,66:40,67:80"
1967,lhs,40,30,70,100,70,60,90,20,40,"60:30,61:70,62:100,63:70,64:60,65:90,66:20,67:40"
1968,lhs,40,30,80,20,30,10,10,10,60,"60:30,61:80,62:20,63:30,64:10,65:10,66:10,67:60"
1969,lhs,40,30,80,40,10,10,80,80,50,"60:30,61:80,62:40,63:10,64:10,65:80,66:80,67:50"
1970,lhs,40,30,80,80,0,50,70,20,80,"60:30,61:80,62:80,63:0,64:50,65:70,66:20,67:80"
1971,lhs,40,30,80,80,30,100,70,90,80,"60:30,61:80,62:80,63:30,64:100,65:70,66:90,67:80"
1972,lhs,40,30,80,90,80,90,100,40,0,"60:30,61:80,62:90,63:80,64:90,65:100,66:40,67:0"
1973,lhs,40,30,80,100,80,80,30,20,100,"60:30,61:80,62:100,63:80,64:80,65:30,66:20,67:100"
1974,lhs,40,30,90,20,10,90,40,40,0,"60:30,61:90,62:20,63:10,64:90,65:40,66:40,67:0"
1975,lhs,40,30,90,20,80,10,100,0,30,"60:30,61:90,62:20,63:80,64:10,65:100,66:0,67:30"
1976,lhs,40,30,90,70,20,10,100,20,20,"60:30,61:90,62:70,63:20,64:10,65:100,66:20,67:20"
1977,lhs,40,30,90,100,90,90,20,100,60,"60:30,61:90,62:100,63:90,64:90,65:20,66:100,67:60"
1978,lhs,40,30,100,100,50,90,40,20,20,"60:30,61:100,62:100,63:50,64:90,65:40,66:20,67:20"
1979,lhs,40,40,0,10,50,60,100,60,100,"60:40,61:0,62:10,63:50,64:60,65:100,66:60,67:100"
1980,lhs,40,40,0,10,100,70,90,50,40,"60:40,61:0,62:10,63:100,64:70,65:90,66:50,67:40"
1981,lhs,40,40,0,40,70,70,0,60,100,"60:40,61:0,62:40,63:70,64:70,65:0,66:60,67:100"
1982,lhs,40,40,0,60,60,20,40,0,20,"60:40,61:0,62:60,63:60,64:20,65:40,66:0,67:20"
1983,lhs,40,40,10,0,100,80,90,90,10,"60:40,61:10,62:0,63:100,64:80,65:90,66:90,67:10"
1984,lhs,40,40,10,10,30,40,100,90,100,"60:40,61:10,62:10,63:30,64:40,65:100,66:90,67:100"
1985,lhs,40,40,10,30,20,80,0,20,20,"60:40,61:10,62:30,63:20,64:80,65:0,66:20,67:20"
1986,lhs,40,40,10,50,0,90,20,60,80,"60:40,61:10,62:50,63:0,64:90,65:20,66:60,67:80"
1987,lhs,40,40,20,20,100,20,30,50,60,"60:40,61:20,62:20,63:100,64:20,65:30,66:50,67:60"
1988,lhs,40,40,20,40,70,30,80,80,90,"60:40,61:20,62:40,63:70,64:30,65:80,66:80,67:90"
1989,lhs,40,40,30,0,10,80,20,90,0,"60:40,61:30,62:0,63:10,64:80,65:20,66:90,67:0"
1990,lhs,40,40,30,60,10,60,0,0,0,"60:40,61:30,62:60,63:10,64:60,65:0,66:0,67:0"
1991,lhs,40,40,40,30,70,80,90,80,30,"60:40,61:40,62:30,63:70,64:80,65:90,66:80,67:30"
1992,lhs,40,40,40,70,70,50,10,90,30,"60:40,61:40,62:70,63:70,64:50,65:10,66:90,67:30"
1993,lhs,40,40,40,100,60,0,80,60,0,"60:40,61:40,62:100,63:60,64:0,65:80,66:60,67:0"
1994,lhs,40,40,50,10,90,90,20,100,50,"60:40,61:50,62:10,63:90,64:90,65:20,66:100,67:50"
1995,lhs,40,40,50,40,80,80,70,10,30,"60:40,61:50,62:40,63:80,64:80,65:70,66:10,67:30"
1996,lhs,40,40,50,60,30,10,80,20,90,"60:40,61:50,62:60,63:30,64:10,65:80,66:20,67:90"
1997,lhs,40,40,50,100,0,60,80,50,90,"60:40,61:50,62:100,63:0,64:60,65:80,66:50,67:90"
1998,lhs,40,40,60,30,10,0,90,30,0,"60:40,61:60,62:30,63:10,64:0,65:90,66:30,67:0"
1999,lhs,40,40,60,30,10,80,80,20,60,"60:40,61:60,62:30,63:10,64:80,65:80,66:20,67:60"
2000,lhs,40,40,60,70,70,90,90,30,100,"60:40,61:60,62:70,63:70,64:90,65:90,66:30,67:100"
2001,lhs,40,40,60,80,60,70,80,60,30,"60:40,61:60,62:80,63:60,64:70,65:80,66:60,67:30"
2002,lhs,40,40,70,40,0,0,10,40,0,"60:40,61:70,62:40,63:0,64:0,65:10,66:40,67:0"
2003,lhs,40,40,70,40,20,0,90,80,70,"60:40,61:70,62:40,63:20,64:0,65:90,66:80,67:70"
2004,lhs,40,40,70,80,50,50,70,10,10,"60:40,61:70,62:80,63:50,64:50,65:70,66:10,67:10"
2005,lhs,40,40,70,80,80,10,60,30,40,"60:40,61:70,62:80,63:80,64:10,65:60,66:30,67:40"
2006,lhs,40,40,70,90,10,90,90,50,0,"60:40,61:70,62:90,63:10,64:90,65:90,66:50,67:0"
2007,lhs,40,40,70,90,90,80,50,40,80,"60:40,61:70,62:90,63:90,64:80,65:50,66:40,67:80"
2008,lhs,40,40,70,100,90,30,20,100,0,"60:40,61:70,62:100,63:90,64:30,65:20,66:100,67:0"
2009,lhs,40,40,80,60,70,80,90,50,100,"60:40,61:80,62:60,63:70,64:80,65:90,66:50,67:100"
2010,lhs,40,40,80,80,30,20,30,10,40,"60:40,61:80,62:80,63:30,64:20,65:30,66:10,67:40"
2011,lhs,40,40,90,20,90,100,50,70,20,"60:40,61:90,62:20,63:90,64:100,65:50,66:70,67:20"
2012,lhs,40,40,90,80,50,0,0,100,20,"60:40,61:90,62:80,63:50,64:0,65:0,66:100,67:20"
2013,lhs,40,40,90,80,70,20,0,80,0,"60:40,61:90,62:80,63:70,64:20,65:0,66:80,67:0"
2014,lhs,40,40,100,60,40,30,40,30,10,"60:40,61:100,62:60,63:40,64:30,65:40,66:30,67:10"
2015,lhs,40,40,100,100,80,100,100,0,20,"60:40,61:100,62:100,63:80,64:100,65:100,66:0,67:20"
2016,lhs,40,50,0,100,60,30,40,50,50,"60:50,61:0,62:100,63:60,64:30,65:40,66:50,67:50"
2017,lhs,40,50,10,40,80,10,80,70,30,"60:50,61:10,62:40,63:80,64:10,65:80,66:70,67:30"
2018,lhs,40,50,10,50,0,0,10,50,50,"60:50,61:10,62:50,63:0,64:0,65:10,66:50,67:50"
2019,lhs,40,50,10,60,0,40,10,50,0,"60:50,61:10,62:60,63:0,64:40,65:10,66:50,67:0"
2020,lhs,40,50,10,60,50,100,20,40,10,"60:50,61:10,62:60,63:50,64:100,65:20,66:40,67:10"
2021,lhs,40,50,10,70,70,20,80,0,50,"60:50,61:10,62:70,63:70,64:20,65:80,66:0,67:50"
2022,lhs,40,50,20,10,70,60,90,70,20,"60:50,61:20,62:10,63:70,64:60,65:90,66:70,67:20"
2023,lhs,40,50,20,90,10,70,10,40,40,"60:50,61:20,62:90,63:10,64:70,65:10,66:40,67:40"
2024,lhs,40,50,30,40,30,30,40,40,10,"60:50,61:30,62:40,63:30,64:30,65:40,66:40,67:10"
2025,lhs,40,50,30,50,80,0,30,60,60,"60:50,61:30,62:50,63:80,64:0,65:30,66:60,67:60"
2026,lhs,40,50,30,80,10,0,90,0,80,"60:50,61:30,62:80,63:10,64:0,65:90,66:0,67:80"
2027,lhs,40,50,30,90,100,60,80,40,10,"60:50,61:30,62:90,63:100,64:60,65:80,66:40,67:10"
2028,lhs,40,50,40,0,70,60,80,90,100,"60:50,61:40,62:0,63:70,64:60,65:80,66:90,67:100"
2029,lhs,40,50,40,20,20,70,0,80,90,"60:50,61:40,62:20,63:20,64:70,65:0,66:80,67:90"
2030,lhs,40,50,40,20,80,30,20,60,70,"60:50,61:40,62:20,63:80,64:30,65:20,66:60,67:70"
2031,lhs,40,50,40,90,50,60,10,100,10,"60:50,61:40,62:90,63:50,64:60,65:10,66:100,67:10"
2032,lhs,40,50,50,0,50,60,60,70,30,"60:50,61:50,62:0,63:50,64:60,65:60,66:70,67:30"
2033,lhs,40,50,50,70,40,10,40,50,50,"60:50,61:50,62:70,63:40,64:10,65:40,66:50,67:50"
2034,lhs,40,50,50,90,40,0,50,60,60,"60:50,61:50,62:90,63:40,64:0,65:50,66:60,67:60"
2035,lhs,40,50,50,100,90,0,80,20,100,"60:50,61:50,62:100,63:90,64:0,65:80,66:20,67:100"
2036,lhs,40,50,50,100,90,80,20,40,100,"60:50,61:50,62:100,63:90,64:80,65:20,66:40,67:100"
2037,lhs,40,50,60,0,90,90,70,90,10,"60:50,61:60,62:0,63:90,64:90,65:70,66:90,67:10"
2038,lhs,40,50,60,90,70,20,40,50,100,"60:50,61:60,62:90,63:70,64:20,65:40,66:50,67:100"
2039,lhs,40,50,60,100,0,50,50,10,10,"60:50,61:60,62:100,63:0,64:50,65:50,66:10,67:10"
2040,lhs,40,50,60,100,90,0,30,30,20,"60:50,61:60,62:100,63:90,64:0,65:30,66:30,67:20"
2041,lhs,40,50,70,80,60,50,20,40,30,"60:50,61:70,62:80,63:60,64:50,65:20,66:40,67:30"
2042,lhs,40,50,70,90,20,70,20,90,90,"60:50,61:70,62:90,63:20,64:70,65:20,66:90,67:90"
2043,lhs,40,50,70,90,70,90,30,60,10,"60:50,61:70,62:90,63:70,64:90,65:30,66:60,67:10"
2044,lhs,40,50,80,0,70,30,0,80,0,"60:50,61:80,62:0,63:70,64:30,65:0,66:80,67:0"
2045,lhs,40,50,80,10,80,50,10,30,40,"60:50,61:80,62:10,63:80,64:50,65:10,66:30,67:40"
2046,lhs,40,50,80,20,40,30,100,80,50,"60:50,61:80,62:20,63:40,64:30,65:100,66:80,67:50"
2047,lhs,40,50,80,20,100,40,40,40,70,"60:50,61:80,62:20,63:100,64:40,65:40,66:40,67:70"
2048,lhs,40,50,80,70,40,70,0,0,100,"60:50,61:80,62:70,63:40,64:70,65:0,66:0,67:100"
2049,lhs,40,50,80,90,80,80,10,70,100,"60:50,61:80,62:90,63:80,64:80,65:10,66:70,67:100"
2050,lhs,40,50,80,100,20,90,90,10,90,"60:50,61:80,62:100,63:20,64:90,65:90,66:10,67:90"
2051,lhs,40,50,90,40,70,30,70,70,10,"60:50,61:90,62:40,63:70,64:30,65:70,66:70,67:10"
2052,lhs,40,50,90,50,70,60,60,70,30,"60:50,61:90,62:50,63:70,64:60,65:60,66:70,67:30"
2053,lhs,40,50,90,70,30,10,90,70,90,"60:50,61:90,62:70,63:30,64:10,65:90,66:70,67:90"
2054,lhs,40,50,100,10,30,40,0,20,70,"60:50,61:100,62:10,63:30,64:40,65:0,66:20,67:70"
2055,lhs,40,50,100,20,100,80,40,80,60,"60:50,61:100,62:20,63:100,64:80,65:40,66:80,67:60"
2056,lhs,40,50,100,70,30,80,100,30,100,"60:50,61:100,62:70,63:30,64:80,65:100,66:30,67:100"
2057,lhs,40,50,100,70,90,80,30,70,20,"60:50,61:100,62:70,63:90,64:80,65:30,66:70,67:20"
2058,lhs,40,50,100,80,20,60,50,100,80,"60:50,61:100,62:80,63:20,64:60,65:50,66:100,67:80"
2059,lhs,40,60,0,60,10,80,50,0,90,"60:60,61:0,62:60,63:10,64:80,65:50,66:0,67:90"
2060,lhs,40,60,0,60,90,90,90,20,20,"60:60,61:0,62:60,63:90,64:90,65:90,66:20,67:20"
2061,lhs,40,60,0,90,30,40,50,10,30,"60:60,61:0,62:90,63:30,64:40,65:50,66:10,67:30"
2062,lhs,40,60,0,100,50,20,50,90,90,"60:60,61:0,62:100,63:50,64:20,65:50,66:90,67:90"
2063,lhs,40,60,10,0,0,30,90,20,20,"60:60,61:10,62:0,63:0,64:30,65:90,66:20,67:20"
2064,lhs,40,60,10,0,90,40,0,40,40,"60:60,61:10,62:0,63:90,64:40,65:0,66:40,67:40"
2065,lhs,40,60,10,50,30,40,20,30,50,"60:60,61:10,62:50,63:30,64:40,65:20,66:30,67:50"
2066,lhs,40,60,10,50,90,0,70,30,80,"60:60,61:10,62:50,63:90,64:0,65:70,66:30,67:80"
2067,lhs,40,60,10,50,90,40,0,30,40,"60:60,61:10,62:50,63:90,64:40,65:0,66:30,67:40"
2068,lhs,40,60,10,60,90,60,0,30,30,"60:60,61:10,62:60,63:90,64:60,65:0,66:30,67:30"
2069,lhs,40,60,20,40,30,30,30,20,50,"60:60,61:20,62:40,63:30,64:30,65:30,66:20,67:50"
2070,lhs,40,60,20,70,100,100,0,90,50,"60:60,61:20,62:70,63:100,64:100,65:0,66:90,67:50"
2071,lhs,40,60,20,90,50,20,80,60,30,"60:60,61:20,62:90,63:50,64:20,65:80,66:60,67:30"
2072,lhs,40,60,20,90,100,30,10,10,20,"60:60,61:20,62:90,63:100,64:30,65:10,66:10,67:20"
2073,lhs,40,60,20,100,40,40,60,50,20,"60:60,61:20,62:100,63:40,64:40,65:60,66:50,67:20"
2074,lhs,40,60,30,30,10,20,0,100,40,"60:60,61:30,62:30,63:10,64:20,65:0,66:100,67:40"
2075,lhs,40,60,30,30,30,70,0,10,10,"60:60,61:30,62:30,63:30,64:70,65:0,66:10,67:10"
2076,lhs,40,60,30,30,40,70,30,70,100,"60:60,61:30,62:30,63:40,64:70,65:30,66:70,67:100"
2077,lhs,40,60,30,50,0,40,100,50,70,"60:60,61:30,62:50,63:0,64:40,65:100,66:50,67:70"
2078,lhs,40,60,30,60,30,20,20,40,60,"60:60,61:30,62:60,63:30,64:20,65:20,66:40,67:60"
2079,lhs,40,60,30,70,40,50,70,60,10,"60:60,61:30,62:70,63:40,64:50,65:70,66:60,67:10"
2080,lhs,40,60,30,90,50,60,20,20,50,"60:60,61:30,62:90,63:50,64:60,65:20,66:20,67:50"
2081,lhs,40,60,30,100,100,100,10,90,10,"60:60,61:30,62:100,63:100,64:100,65:10,66:90,67:10"
2082,lhs,40,60,40,10,10,100,0,90,80,"60:60,61:40,62:10,63:10,64:100,65:0,66:90,67:80"
2083,lhs,40,60,40,90,90,90,70,90,100,"60:60,61:40,62:90,63:90,64:90,65:70,66:90,67:100"
2084,lhs,40,60,40,100,30,10,60,90,30,"60:60,61:40,62:100,63:30,64:10,65:60,66:90,67:30"
2085,lhs,40,60,50,20,30,10,20,90,0,"60:60,61:50,62:20,63:30,64:10,65:20,66:90,67:0"
2086,lhs,40,60,50,40,90,50,0,100,30,"60:60,61:50,62:40,63:90,64:50,65:0,66:100,67:30"
2087,lhs,40,60,50,70,60,50,80,30,70,"60:60,61:50,62:70,63:60,64:50,65:80,66:30,67:70"
2088,lhs,40,60,50,100,40,10,40,30,60,"60:60,61:50,62:100,63:40,64:10,65:40,66:30,67:60"
2089,lhs,40,60,60,10,70,10,60,80,70,"60:60,61:60,62:10,63:70,64:10,65:60,66:80,67:70"
2090,lhs,40,60,70,90,20,10,60,40,100,"60:60,61:70,62:90,63:20,64:10,65:60,66:40,67:100"
2091,lhs,40,60,80,50,70,60,0,10,60,"60:60,61:80,62:50,63:70,64:60,65:0,66:10,67:60"
2092,lhs,40,60,80,60,60,30,20,10,70,"60:60,61:80,62:60,63:60,64:30,65:20,66:10,67:70"
2093,lhs,40,60,80,80,80,90,100,70,80,"60:60,61:80,62:80,63:80,64:90,65:100,66:70,67:80"
2094,lhs,40,60,80,90,0,20,100,90,10,"60:60,61:80,62:90,63:0,64:20,65:100,66:90,67:10"
2095,lhs,40,60,80,90,30,0,20,50,80,"60:60,61:80,62:90,63:30,64:0,65:20,66:50,67:80"
2096,lhs,40,60,80,100,80,30,40,30,50,"60:60,61:80,62:100,63:80,64:30,65:40,66:30,67:50"
2097,lhs,40,60,90,0,50,100,80,50,10,"60:60,61:90,62:0,63:50,64:100,65:80,66:50,67:10"
2098,lhs,40,60,90,20,50,50,20,50,60,"60:60,61:90,62:20,63:50,64:50,65:20,66:50,67:60"
2099,lhs,40,60,90,40,80,60,50,30,40,"60:60,61:90,62:40,63:80,64:60,65:50,66:30,67:40"
2100,lhs,40,60,100,20,0,30,100,10,0,"60:60,61:100,62:20,63:0,64:30,65:100,66:10,67:0"
2101,lhs,40,60,100,40,100,30,80,0,20,"60:60,61:100,62:40,63:100,64:30,65:80,66:0,67:20"
2102,lhs,40,60,100,60,100,70,20,0,50,"60:60,61:100,62:60,63:100,64:70,65:20,66:0,67:50"
2103,lhs,40,60,100,70,60,50,90,40,0,"60:60,61:100,62:70,63:60,64:50,65:90,66:40,67:0"
2104,lhs,40,60,100,80,20,80,50,90,90,"60:60,61:100,62:80,63:20,64:80,65:50,66:90,67:90"
2105,lhs,40,60,100,90,80,40,30,80,100,"60:60,61:100,62:90,63:80,64:40,65:30,66:80,67:100"
2106,lhs,40,70,0,30,100,60,20,50,80,"60:70,61:0,62:30,63:100,64:60,65:20,66:50,67:80"
2107,lhs,40,70,0,60,10,40,70,90,0,"60:70,61:0,62:60,63:10,64:40,65:70,66:90,67:0"
2108,lhs,40,70,0,60,20,10,90,100,70,"60:70,61:0,62:60,63:20,64:10,65:90,66:100,67:70"
2109,lhs,40,70,0,60,80,60,50,80,60,"60:70,61:0,62:60,63:80,64:60,65:50,66:80,67:60"
2110,lhs,40,70,0,80,50,100,70,90,50,"60:70,61:0,62:80,63:50,64:100,65:70,66:90,67:50"
2111,lhs,40,70,0,90,70,50,20,0,70,"60:70,61:0,62:90,63:70,64:50,65:20,66:0,67:70"
2112,lhs,40,70,10,10,80,90,20,0,40,"60:70,61:10,62:10,63:80,64:90,65:20,66:0,67:40"
2113,lhs,40,70,10,70,70,70,30,60,80,"60:70,61:10,62:70,63:70,64:70,65:30,66:60,67:80"
2114,lhs,40,70,10,70,70,70,100,0,70,"60:70,61:10,62:70,63:70,64:70,65:100,66:0,67:70"
2115,lhs,40,70,10,80,20,40,80,100,100,"60:70,61:10,62:80,63:20,64:40,65:80,66:100,67:100"
2116,lhs,40,70,20,10,40,90,80,80,90,"60:70,61:20,62:10,63:40,64:90,65:80,66:80,67:90"
2117,lhs,40,70,20,30,70,90,20,80,100,"60:70,61:20,62:30,63:70,64:90,65:20,66:80,67:100"
2118,lhs,40,70,20,50,30,40,40,20,100,"60:70,61:20,62:50,63:30,64:40,65:40,66:20,67:100"
2119,lhs,40,70,30,0,0,90,60,90,70,"60:70,61:30,62:0,63:0,64:90,65:60,66:90,67:70"
2120,lhs,40,70,30,0,60,20,80,20,100,"60:70,61:30,62:0,63:60,64:20,65:80,66:20,67:100"
2121,lhs,40,70,30,10,0,10,10,70,50,"60:70,61:30,62:10,63:0,64:10,65:10,66:70,67:50"
2122,lhs,40,70,30,50,90,80,90,0,100,"60:70,61:30,62:50,63:90,64:80,65:90,66:0,67:100"
2123,lhs,40,70,30,90,60,20,90,40,80,"60:70,61:30,62:90,63:60,64:20,65:90,66:40,67:80"
2124,lhs,40,70,40,50,80,0,60,20,20,"60:70,61:40,62:50,63:80,64:0,65:60,66:20,67:20"
2125,lhs,40,70,40,50,80,30,60,0,30,"60:70,61:40,62:50,63:80,64:30,65:60,66:0,67:30"
2126,lhs,40,70,50,0,0,70,100,10,70,"60:70,61:50,62:0,63:0,64:70,65:100,66:10,67:70"
2127,lhs,40,70,50,10,60,100,0,50,0,"60:70,61:50,62:10,63:60,64:100,65:0,66:50,67:0"
2128,lhs,40,70,50,20,20,0,0,60,10,"60:70,61:50,62:20,63:20,64:0,65:0,66:60,67:10"
2129,lhs,40,70,50,60,20,70,80,80,30,"60:70,61:50,62:60,63:20,64:70,65:80,66:80,67:30"
2130,lhs,40,70,60,0,90,80,30,50,80,"60:70,61:60,62:0,63:90,64:80,65:30,66:50,67:80"
2131,lhs,40,70,60,10,40,40,80,30,20,"60:70,61:60,62:10,63:40,64:40,65:80,66:30,67:20"
2132,lhs,40,70,60,70,80,70,60,70,60,"60:70,61:60,62:70,63:80,64:70,65:60,66:70,67:60"
2133,lhs,40,70,60,100,100,0,80,80,40,"60:70,61:60,62:100,63:100,64:0,65:80,66:80,67:40"
2134,lhs,40,70,70,10,60,20,50,60,60,"60:70,61:70,62:10,63:60,64:20,65:50,66:60,67:60"
2135,lhs,40,70,70,90,40,50,10,30,50,"60:70,61:70,62:90,63:40,64:50,65:10,66:30,67:50"
2136,lhs,40,70,70,100,40,10,90,20,50,"60:70,61:70,62:100,63:40,64:10,65:90,66:20,67:50"
2137,lhs,40,70,70,100,60,30,90,60,70,"60:70,61:70,62:100,63:60,64:30,65:90,66:60,67:70"
2138,lhs,40,70,80,0,0,40,10,80,10,"60:70,61:80,62:0,63:0,64:40,65:10,66:80,67:10"
2139,lhs,40,70,80,0,100,20,70,90,80,"60:70,61:80,62:0,63:100,64:20,65:70,66:90,67:80"
2140,lhs,40,70,80,10,30,60,90,50,30,"60:70,61:80,62:10,63:30,64:60,65:90,66:50,67:30"
2141,lhs,40,70,80,10,100,90,20,100,10,"60:70,61:80,62:10,63:100,64:90,65:20,66:100,67:10"
2142,lhs,40,70,80,30,60,60,40,30,50,"60:70,61:80,62:30,63:60,64:60,65:40,66:30,67:50"
2143,lhs,40,70,80,40,100,20,90,90,80,"60:70,61:80,62:40,63:100,64:20,65:90,66:90,67:80"
2144,lhs,40,70,80,50,80,40,0,80,10,"60:70,61:80,62:50,63:80,64:40,65:0,66:80,67:10"
2145,lhs,40,70,80,70,90,80,80,90,20,"60:70,61:80,62:70,63:90,64:80,65:80,66:90,67:20"
2146,lhs,40,70,80,80,40,30,80,90,90,"60:70,61:80,62:80,63:40,64:30,65:80,66:90,67:90"
2147,lhs,40,70,90,30,50,60,10,10,0,"60:70,61:90,62:30,63:50,64:60,65:10,66:10,67:0"
2148,lhs,40,70,90,40,20,20,20,100,90,"60:70,61:90,62:40,63:20,64:20,65:20,66:100,67:90"
2149,lhs,40,70,100,60,100,80,10,60,60,"60:70,61:100,62:60,63:100,64:80,65:10,66:60,67:60"
2150,lhs,40,70,100,70,50,60,90,70,20,"60:70,61:100,62:70,63:50,64:60,65:90,66:70,67:20"
2151,lhs,40,70,100,100,80,100,70,70,90,"60:70,61:100,62:100,63:80,64:100,65:70,66:70,67:90"
2152,lhs,40,80,0,10,40,20,50,0,40,"60:80,61:0,62:10,63:40,64:20,65:50,66:0,67:40"
2153,lhs,40,80,0,10,100,100,30,60,0,"60:80,61:0,62:10,63:100,64:100,65:30,66:60,67:0"
2154,lhs,40,80,0,40,20,80,100,50,80,"60:80,61:0,62:40,63:20,64:80,65:100,66:50,67:80"
2155,lhs,40,80,0,50,100,60,80,30,70,"60:80,61:0,62:50,63:100,64:60,65:80,66:30,67:70"
2156,lhs,40,80,0,70,10,80,20,70,90,"60:80,61:0,62:70,63:10,64:80,65:20,66:70,67:90"
2157,lhs,40,80,10,10,70,20,20,30,30,"60:80,61:10,62:10,63:70,64:20,65:20,66:30,67:30"
2158,lhs,40,80,10,60,60,100,60,90,60,"60:80,61:10,62:60,63:60,64:100,65:60,66:90,67:60"
2159,lhs,40,80,10,80,50,70,60,0,90,"60:80,61:10,62:80,63:50,64:70,65:60,66:0,67:90"
2160,lhs,40,80,10,100,10,20,60,80,50,"60:80,61:10,62:100,63:10,64:20,65:60,66:80,67:50"
2161,lhs,40,80,20,40,90,10,30,10,90,"60:80,61:20,62:40,63:90,64:10,65:30,66:10,67:90"
2162,lhs,40,80,20,50,0,10,100,30,10,"60:80,61:20,62:50,63:0,64:10,65:100,66:30,67:10"
2163,lhs,40,80,20,50,40,100,60,100,0,"60:80,61:20,62:50,63:40,64:100,65:60,66:100,67:0"
2164,lhs,40,80,20,70,40,20,10,100,90,"60:80,61:20,62:70,63:40,64:20,65:10,66:100,67:90"
2165,lhs,40,80,20,100,60,60,20,20,60,"60:80,61:20,62:100,63:60,64:60,65:20,66:20,67:60"
2166,lhs,40,80,30,0,0,50,0,40,20,"60:80,61:30,62:0,63:0,64:50,65:0,66:40,67:20"
2167,lhs,40,80,30,30,90,10,0,50,10,"60:80,61:30,62:30,63:90,64:10,65:0,66:50,67:10"
2168,lhs,40,80,30,70,10,60,0,10,50,"60:80,61:30,62:70,63:10,64:60,65:0,66:10,67:50"
2169,lhs,40,80,40,0,20,30,70,70,20,"60:80,61:40,62:0,63:20,64:30,65:70,66:70,67:20"
2170,lhs,40,80,40,50,40,70,30,10,30,"60:80,61:40,62:50,63:40,64:70,65:30,66:10,67:30"
2171,lhs,40,80,40,70,70,40,40,80,20,"60:80,61:40,62:70,63:70,64:40,65:40,66:80,67:20"
2172,lhs,40,80,40,90,30,80,100,70,90,"60:80,61:40,62:90,63:30,64:80,65:100,66:70,67:90"
2173,lhs,40,80,50,40,70,40,30,60,100,"60:80,61:50,62:40,63:70,64:40,65:30,66:60,67:100"
2174,lhs,40,80,50,90,100,70,10,20,100,"60:80,61:50,62:90,63:100,64:70,65:10,66:20,67:100"
2175,lhs,40,80,60,0,50,100,80,90,40,"60:80,61:60,62:0,63:50,64:100,65:80,66:90,67:40"
2176,lhs,40,80,70,20,0,80,0,60,40,"60:80,61:70,62:20,63:0,64:80,65:0,66:60,67:40"
2177,lhs,40,80,70,30,60,80,40,20,50,"60:80,61:70,62:30,63:60,64:80,65:40,66:20,67:50"
2178,lhs,40,80,70,40,40,70,40,20,100,"60:80,61:70,62:40,63:40,64:70,65:40,66:20,67:100"
2179,lhs,40,80,70,80,60,40,100,10,100,"60:80,61:70,62:80,63:60,64:40,65:100,66:10,67:100"
2180,lhs,40,80,80,10,100,40,30,10,60,"60:80,61:80,62:10,63:100,64:40,65:30,66:10,67:60"
2181,lhs,40,80,80,50,20,20,0,50,40,"60:80,61:80,62:50,63:20,64:20,65:0,66:50,67:40"
